seed	vcfsim_pi
1499	0.00507895
1500	0.00204421
1501	0.00239842
1502	0.00388684
1503	0.00208263
1504	0.00597105
1505	0.00251053
1506	0.00703263
1507	0.00679263
1508	0.00802053
1509	0.00793895
1510	0.00836474
1511	0.00554737
1512	0.0117979
1513	0.00913421
1514	0.00244316
1515	0.00424316
1516	0.00365947
1517	0.0111895
1518	0.00321263
1519	0.00574895
1520	0.00588947
1521	0.00469842
1522	0.00667368
1523	0.00971632
1524	0.00833368
1525	0.00985105
1526	0.00521053
1527	0.0105274
1528	0.0142063
1529	0.00740895
1530	0.00303211
1531	0.00527579
1532	0.0147911
1533	0.00633
1534	0.00530368
1535	0.00628263
1536	0.00906474
1537	0.00528632
1538	0.0136205
1539	0.00749895
1540	0.00524316
1541	0.00396789
1542	0.00509947
1543	0.00975947
1544	0.01256
1545	0.00487368
1546	0.00291474
1547	0.00636211
1548	0.00379632
1549	0.00562053
1550	0.00729053
1551	0.00764105
1552	0.0130821
1553	0.00783158
1554	0.00511316
1555	0.00212684
1556	0.00246
1557	0.00505632
1558	0.00440263
1559	0.0147347
1560	0.0111147
1561	0.00563474
1562	0.00757
1563	0.00384211
1564	0.00437789
1565	0.00500158
1566	0.00533737
1567	0.00841842
1568	0.0126874
1569	0.00620316
1570	0.00805842
1571	0.00327158
1572	0.00541947
1573	0.00379316
1574	0.00599789
1575	0.00682
1576	0.00799211
1577	0.00711737
1578	0.00376842
1579	0.00456316
1580	0.00485368
1581	0.0106147
1582	0.0151758
1583	0.00545368
1584	0.00668053
1585	0.00799263
1586	0.00500842
1587	0.00321474
1588	0.00258474
1589	0.00852737
1590	0.00442789
1591	0.00966053
1592	0.00596632
1593	0.00341105
1594	0.00475632
1595	0.00463368
1596	0.00366789
1597	0.00526579
1598	0.00941684
1599	0.00513421
1600	0.00356526
1601	0.00443263
1602	0.00395263
1603	0.00979316
1604	0.00509211
1605	0.00918737
1606	0.00893211
1607	0.0178553
1608	0.00714105
1609	0.00448105
1610	0.0133553
1611	0.0104932
1612	0.00441263
1613	0.00649
1614	0.00829947
1615	0.00904368
1616	0.00405895
1617	0.00826947
1618	0.00577737
1619	0.00337368
1620	0.00427895
1621	0.00725368
1622	0.00779316
1623	0.0108016
1624	0.00271421
1625	0.00695526
1626	0.00562
1627	0.00555579
1628	0.00959211
1629	0.00199684
1630	0.00425105
1631	0.00265263
1632	0.00526789
1633	0.00640368
1634	0.00436632
1635	0.0112163
1636	0.0100305
1637	0.00562263
1638	0.00361789
1639	0.00447211
1640	0.00724263
1641	0.00752842
1642	0.00952684
1643	0.00962211
1644	0.00914684
1645	0.00691263
1646	0.0149753
1647	0.00751158
1648	0.00563211
1649	0.00384053
1650	0.00729579
1651	0.01349
1652	0.00674789
1653	0.00846842
1654	0.00445421
1655	0.0147268
1656	0.00356895
1657	0.00287526
1658	0.00579737
1659	0.00530211
1660	0.0145732
1661	0.0135642
1662	0.00394105
1663	0.00987947
1664	0.00935526
1665	0.00623684
1666	0.00569368
1667	0.0138695
1668	0.01117
1669	0.00484947
1670	0.00456684
1671	0.00412158
1672	0.00670737
1673	0.00299421
1674	0.00562842
1675	0.00241895
1676	0.00898579
1677	0.00582105
1678	0.00785211
1679	0.00728263
1680	0.00893263
1681	0.00299053
1682	0.0148437
1683	0.0155726
1684	0.00296526
1685	0.00324316
1686	0.00811263
1687	0.00586947
1688	0.00368368
1689	0.00402421
1690	0.00537474
1691	0.0171247
1692	0.00522789
1693	0.00508947
1694	0.0100979
1695	0.00417316
1696	0.00504105
1697	0.00439632
1698	0.00321842
1699	0.00557789
1700	0.00553895
1701	0.0150079
1702	0.00670263
1703	0.00669
1704	0.00419474
1705	0.00279105
1706	0.00497789
1707	0.00853684
1708	0.00885368
1709	0.00733421
1710	0.00598053
1711	0.00327579
1712	0.00697053
1713	0.00493368
1714	0.00587842
1715	0.00704789
1716	0.00673
1717	0.00803579
1718	0.00579895
1719	0.00642158
1720	0.00852789
1721	0.00394632
1722	0.00500789
1723	0.0102868
1724	0.00738211
1725	0.00449421
1726	0.00972632
1727	0.00390526
1728	0.0107895
1729	0.00426526
1730	0.0108742
1731	0.00562263
1732	0.00425105
1733	0.00452211
1734	0.00567526
1735	0.00614263
1736	0.0161695
1737	0.00210842
1738	0.00613895
1739	0.00644947
1740	0.00567421
1741	0.00763421
1742	0.00877211
1743	0.00484947
1744	0.00460421
1745	0.00626526
1746	0.00280684
1747	0.00580684
1748	0.0130574
1749	0.00162105
1750	0.00174842
1751	0.00668895
1752	0.00525
1753	0.0112174
1754	0.00373632
1755	0.00631526
1756	0.00810526
1757	0.00653632
1758	0.00631263
1759	0.00990158
1760	0.00526526
1761	0.00519632
1762	0.00992263
1763	0.00942263
1764	0.00722947
1765	0.00352579
1766	0.01043
1767	0.00428789
1768	0.00989737
1769	0.00816053
1770	0.00227579
1771	0.00527316
1772	0.00335526
1773	0.00891947
1774	0.00905474
1775	0.00436316
1776	0.00941947
1777	0.00410579
1778	0.00278632
1779	0.00392263
1780	0.00283263
1781	0.00448211
1782	0.00938579
1783	0.00445526
1784	0.00548737
1785	0.00476895
1786	0.00827632
1787	0.00790474
1788	0.0125342
1789	0.00345211
1790	0.00434105
1791	0.00404842
1792	0.00493737
1793	0.00286158
1794	0.0101568
1795	0.00475579
1796	0.00939737
1797	0.00428211
1798	0.00672579
1799	0.00846579
1800	0.00308053
1801	0.00455211
1802	0.00532789
1803	0.00681842
1804	0.00304684
1805	0.00968421
1806	0.00377158
1807	0.00651
1808	0.00987789
1809	0.00375105
1810	0.0132084
1811	0.00465947
1812	0.00942316
1813	0.00532947
1814	0.00518
1815	0.00735316
1816	0.00662684
1817	0.00362
1818	0.00985632
1819	0.00729158
1820	0.00737211
1821	0.00525526
1822	0.00905316
1823	0.00965
1824	0.0122505
1825	0.0101016
1826	0.00705211
1827	0.00220684
1828	0.00441895
1829	0.00245
1830	0.00397474
1831	0.01728
1832	0.0133979
1833	0.00391579
1834	0.00244158
1835	0.00679053
1836	0.00896579
1837	0.00254579
1838	0.00422105
1839	0.00445368
1840	0.00787105
1841	0.00525211
1842	0.0046
1843	0.00257737
1844	0.00940789
1845	0.00282737
1846	0.00783842
1847	0.00427105
1848	0.00306895
1849	0.00409105
1850	0.0108158
1851	0.00759789
1852	0.00134789
1853	0.00794053
1854	0.00278421
1855	0.0126068
1856	0.00350737
1857	0.00391842
1858	0.00754474
1859	0.00931263
1860	0.00435895
1861	0.00563947
1862	0.00247053
1863	0.00563789
1864	0.0141332
1865	0.00449105
1866	0.00885105
1867	0.00676053
1868	0.00829684
1869	0.00301474
1870	0.00436579
1871	0.00222632
1872	0.0138595
1873	0.0137153
1874	0.00596211
1875	0.00561316
1876	0.00765105
1877	0.00839789
1878	0.00684895
1879	0.0191074
1880	0.00474895
1881	0.0110095
1882	0.0092
1883	0.00740053
1884	0.0111795
1885	0.00420263
1886	0.00335895
1887	0.00443316
1888	0.00528895
1889	0.00463263
1890	0.00696
1891	0.00369
1892	0.00328211
1893	0.00382737
1894	0.00456158
1895	0.00629368
1896	0.00403526
1897	0.00806526
1898	0.0114937
1899	0.00505947
1900	0.00401789
1901	0.00460316
1902	0.00700526
1903	0.00582105
1904	0.00613895
1905	0.00265526
1906	0.00560158
1907	0.00896263
1908	0.00851842
1909	0.00485526
1910	0.00880684
1911	0.00915368
1912	0.0148684
1913	0.00876789
1914	0.00493947
1915	0.00525
1916	0.00345368
1917	0.00625105
1918	0.00473368
1919	0.01014
1920	0.00758263
1921	0.00435579
1922	0.00568632
1923	0.00758789
1924	0.00510737
1925	0.0143758
1926	0.0100811
1927	0.00374579
1928	0.00496684
1929	0.00499421
1930	0.00799579
1931	0.00968316
1932	0.00304211
1933	0.0136816
1934	0.00740789
1935	0.00775526
1936	0.0106426
1937	0.00754579
1938	0.00649
1939	0.00335263
1940	0.00492684
1941	0.0121847
